LOAN_ID,LOAN_STATUS,LOAN_AMOUNT,LOAN_TERM,INTREST,INSTALLMENT,GRADE,PURPOSE,HOME_OWNERSHIP,ANNUAL_INCOME,AVERAGE_CURRENT_BALANCE,TOTAL_CURRENT_BALANCE,ISSUE_YEAR,STATE,SUBREGION
261493,Charged Off,35000, 60 months,21.15,949.83,E,Credit_card,,0,0,0,2013,CA,19200
261559,Current,35000, 60 months,21.6,958.72,E,Home_improvement,,0,0,0,2013,CO,Mountain
59724,Fully Paid,7500, 36 months,14.09,256.67,B,Debt_consolidation,,0,0,0,2012,NY,Middle Atlantic
69279,Fully Paid,8000, 36 months,18.49,291.19,D,Credit_card,,0,0,0,2013,VA,South Atlantic
74547,Fully Paid,9000, 36 months,6.49,275.81,A,Debt_consolidation,,0,0,0,2014,CA,19200
78467,Fully Paid,9500, 36 months,13.11,320.6,B,Debt_consolidation,,0,0,0,2013,CA,19200
80355,Fully Paid,9600, 36 months,15.8,336.57,C,Debt_consolidation,,0,0,0,2013,MT,19200
127071,Current,12000, 60 months,15.61,289.34,D,Debt_consolidation,,0,0,0,2014,OH,East North Central
129503,Charged Off,12375, 36 months,15.8,433.85,C,Debt_consolidation,,0,0,0,2012,CA,19200
137482,Charged Off,14000, 36 months,10.16,452.8,B,Credit_card,,0,0,0,2013,AZ,Mountain
207311,Charged Off,21250, 60 months,24.08,612.31,F,Other,,0,0,0,2013,MD,19200
232393,Fully Paid,26500, 60 months,17.77,669.62,D,Debt_consolidation,,0,0,0,2013,GA,19200
974,Fully Paid,1000, 36 months,19.05,36.69,D,Debt_consolidation,,0,0,0,2013,CA,19200
15203,Fully Paid,3600, 36 months,8.9,114.32,A,Car,,0,0,0,2013,VA,South Atlantic
44796,Fully Paid,6000, 36 months,13.68,204.14,C,Credit_card,,0,0,0,2013,KY,East South Central
44796,Fully Paid,6000, 36 months,13.68,204.14,C,Credit_card,,0,0,0,2013,KY,East South Central
117484,Fully Paid,12000, 36 months,7.62,373.94,A,Home_improvement,,0,0,0,2013,CT,New England
122022,Fully Paid,12000, 36 months,13.11,404.97,B,Home_improvement,,0,0,0,2013,MI,East North Central
139637,Fully Paid,14000, 36 months,18.49,509.59,D,Vacation,,0,0,0,2013,OH,East North Central
170026,Fully Paid,16300, 36 months,15.31,567.53,C,Debt_consolidation,,0,0,0,2012,FL,19200
178719,Fully Paid,18000, 36 months,15.22,625.92,C,Debt_consolidation,,0,0,0,2013,MA,New England
225265,Fully Paid,25000, 36 months,15.31,870.44,C,Debt_consolidation,,0,0,0,2012,NY,Middle Atlantic
260839,Current,35000, 60 months,18.49,898.13,D,Debt_consolidation,Mortgage,403200,55894,1006086,2013,OK,West South Central
12028,Fully Paid,3000, 36 months,19.05,110.05,D,Debt_consolidation,,0,0,0,2013,WA,19200
32064,Fully Paid,5000, 36 months,14.33,171.7,C,Major_purchase,,0,0,0,2013,PA,Middle Atlantic
32064,Fully Paid,5000, 36 months,14.33,171.7,C,Major_purchase,,0,0,0,2013,PA,Middle Atlantic
81466,Fully Paid,9950, 36 months,14.09,340.51,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
81466,Fully Paid,9950, 36 months,14.09,340.51,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
85857,Fully Paid,10000, 36 months,7.62,311.62,A,Debt_consolidation,,0,0,0,2013,LA,West South Central
131739,Fully Paid,12800, 36 months,15.8,448.75,C,Debt_consolidation,,0,0,0,2013,CA,19200
184575,Fully Paid,19200, 36 months,10.16,620.98,B,Debt_consolidation,,0,0,0,2013,MN,West North Central
184575,Fully Paid,19200, 36 months,10.16,620.98,B,Debt_consolidation,,0,0,0,2013,MN,West North Central
8761,Charged Off,2875, 36 months,17.56,103.31,D,Other,,0,0,0,2013,CA,19200
46481,Fully Paid,6000, 36 months,19.05,220.09,D,Other,,0,0,0,2013,CA,19200
47744,Fully Paid,6250, 36 months,14.09,213.89,B,Credit_card,,0,0,0,2013,AZ,Mountain
48481,Fully Paid,6400, 36 months,7.9,200.26,A,Credit_card,,0,0,0,2012,CA,19200
54505,Current,7000, 36 months,12.99,235.83,C,Debt_consolidation,Rent,32000,2911,72777,2014,SC,South Atlantic
54505,Current,7000, 36 months,12.99,235.83,C,Debt_consolidation,Rent,32000,2911,72777,2014,SC,19200
58190,Fully Paid,7400, 36 months,7.12,228.9,A,Debt_consolidation,,0,0,0,2014,IL,East North Central
89333,Fully Paid,10000, 36 months,10.16,323.43,B,Credit_card,,0,0,0,2013,SC,South Atlantic
89333,Fully Paid,10000, 36 months,10.16,323.43,B,Credit_card,,0,0,0,2013,SC,19200
123697,Charged Off,12000, 36 months,17.77,432.45,D,Credit_card,,0,0,0,2013,PA,Middle Atlantic
123697,Charged Off,12000, 36 months,17.77,432.45,D,Credit_card,,0,0,0,2013,PA,Middle Atlantic
169707,Charged Off,16100, 36 months,16.29,568.34,C,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
169707,Charged Off,16100, 36 months,16.29,568.34,C,Debt_consolidation,,0,0,0,2013,PA,Middle Atlantic
191810,Fully Paid,20000, 36 months,10.64,651.37,B,Debt_consolidation,,0,0,0,2013,CO,Mountain
257609,Charged Off,35000, 36 months,19.52,1292.19,E,Credit_card,,0,0,0,2014,CA,19200
36884,Fully Paid,5500, 36 months,13.68,187.13,C,Debt_consolidation,,0,0,0,2013,OR,Pacific
121344,Fully Paid,12000, 36 months,12.12,399.26,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
121344,Fully Paid,12000, 36 months,12.12,399.26,B,Debt_consolidation,,0,0,0,2012,TX,West South Central
131653,Fully Paid,12800, 36 months,11.55,422.4,B,Debt_consolidation,,0,0,0,2013,TX,West South Central
131653,Fully Paid,12800, 36 months,11.55,422.4,B,Debt_consolidation,,0,0,0,2013,TX,West South Central
131716,Fully Paid,12800, 36 months,14.33,439.53,C,Credit_card,,0,0,0,2013,SC,South Atlantic
131716,Fully Paid,12800, 36 months,14.33,439.53,C,Credit_card,,0,0,0,2013,SC,19200
149917,Fully Paid,15000, 36 months,10.64,488.53,B,Debt_consolidation,,0,0,0,2013,AL,East South Central
149917,Fully Paid,15000, 36 months,10.64,488.53,B,Debt_consolidation,,0,0,0,2013,AL,East South Central
151314,Fully Paid,15000, 36 months,12.12,499.08,B,Debt_consolidation,Mortgage,51000,6350,88895,2013,OH,East North Central
183108,Fully Paid,18825, 60 months,10.64,405.93,B,Debt_consolidation,,0,0,0,2013,LA,West South Central
202650,Current,20225, 60 months,14.31,473.86,C,Debt_consolidation,,0,0,0,2014,FL,19200
205077,Fully Paid,21000, 36 months,12.12,698.71,B,Credit_card,,0,0,0,2013,DC,South Atlantic
213744,Fully Paid,23700, 60 months,15.8,573.83,C,Debt_consolidation,,0,0,0,2012,FL,19200
38098,Fully Paid,5625, 36 months,18.49,204.75,D,Credit_card,,0,0,0,2013,NH,New England
38098,Fully Paid,5625, 36 months,18.49,204.75,D,Credit_card,,0,0,0,2013,NH,New England
38946,Fully Paid,6000, 36 months,18.49,218.4,D,Debt_consolidation,,0,0,0,2013,UT,19200
60735,Current,7800, 36 months,6.03,237.4,A,Debt_consolidation,,0,0,0,2014,MA,New England
85835,Fully Paid,10000, 36 months,7.62,311.62,A,Debt_consolidation,,0,0,0,2013,OH,East North Central
116059,Fully Paid,12000, 36 months,6.03,365.23,A,Moving,,0,0,0,2012,FL,19200
118775,Current,12000, 36 months,9.17,382.55,B,Debt_consolidation,,0,0,0,2014,NY,Middle Atlantic
185729,Fully Paid,19425, 36 months,11.14,637.24,B,Debt_consolidation,,0,0,0,2013,WA,19200
186162,Fully Paid,19600, 60 months,11.14,427.53,B,Credit_card,,0,0,0,2012,MA,New England
190764,Fully Paid,20000, 36 months,8.9,635.07,A,Credit_card,,0,0,0,2013,CO,Mountain
203987,Charged Off,21000, 60 months,17.77,530.64,D,Debt_consolidation,Own,66000,3921,50968,2013,NC,South Atlantic
212009,Charged Off,22925, 60 months,24.89,671.41,F,Debt_consolidation,,0,0,0,2013,GA,19200
221290,Charged Off,24575, 60 months,15.8,595.01,C,Debt_consolidation,,0,0,0,2013,CA,19200
229306,Fully Paid,25000, 60 months,19.72,658.46,D,Debt_consolidation,,0,0,0,2012,CO,Mountain
16782,Fully Paid,4000, 36 months,6.03,121.75,A,Home_improvement,,0,0,0,2014,FL,19200
30330,Fully Paid,5000, 36 months,12.12,166.36,B,Debt_consolidation,,0,0,0,2013,FL,19200
55583,Fully Paid,7000, 36 months,18.25,253.95,D,Credit_card,,0,0,0,2013,CA,19200
83023,Fully Paid,10000, 36 months,6.03,304.36,A,Home_improvement,,0,0,0,2013,CO,Mountain
98495,Fully Paid,10000, 36 months,18.75,365.3,D,Debt_consolidation,,0,0,0,2013,NJ,Middle Atlantic
106066,Fully Paid,10500, 36 months,9.17,334.73,B,Debt_consolidation,Mortgage,29750,4728,70925,2014,GA,19200
110618,Fully Paid,11000, 36 months,16.29,388.31,C,Major_purchase,,0,0,0,2013,MA,New England
115597,Fully Paid,12000, 36 months,15.31,417.81,C,Debt_consolidation,,0,0,0,2013,FL,19200
165481,Fully Paid,16000, 36 months,15.22,556.38,C,Other,,0,0,0,2013,CO,Mountain
213273,Current,23325, 60 months,15.8,564.75,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
213273,Current,23325, 60 months,15.8,564.75,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
224812,Fully Paid,25000, 36 months,13.11,843.68,B,Debt_consolidation,,0,0,0,2013,GA,19200
234707,Fully Paid,28000, 60 months,15.31,670.69,C,Debt_consolidation,,0,0,0,2013,CA,19200
238210,Fully Paid,28700, 36 months,14.49,987.75,C,Debt_consolidation,,0,0,0,2014,LA,West South Central
257221,Fully Paid,35000, 36 months,17.27,1252.56,C,Debt_consolidation,,0,0,0,2013,SC,South Atlantic
257221,Fully Paid,35000, 36 months,17.27,1252.56,C,Debt_consolidation,,0,0,0,2013,SC,19200
22626,Current,4525, 36 months,14.99,156.84,C,Debt_consolidation,,0,0,0,2014,CO,Mountain
81495,Charged Off,9975, 36 months,7.9,312.13,A,Other,,0,0,0,2012,AL,East South Central
81495,Charged Off,9975, 36 months,7.9,312.13,A,Other,,0,0,0,2012,AL,East South Central
86210,Fully Paid,10000, 36 months,7.9,312.91,A,Debt_consolidation,,0,0,0,2013,CA,19200
145138,Fully Paid,15000, 36 months,8.9,476.3,A,Debt_consolidation,,0,0,0,2012,TX,West South Central
145138,Fully Paid,15000, 36 months,8.9,476.3,A,Debt_consolidation,,0,0,0,2012,TX,West South Central
155400,Fully Paid,15000, 60 months,11.44,329.44,B,Debt_consolidation,,0,0,0,2014,CA,19200
184758,Fully Paid,19200, 36 months,9.17,612.08,B,Car,Mortgage,83200,15987,159866,2014,IN,East North Central
184758,Fully Paid,19200, 36 months,9.17,612.08,B,Car,Mortgage,83200,15987,159866,2014,IN,East North Central
210241,Current,22000, 60 months,15.31,526.97,C,Debt_consolidation,,0,0,0,2013,MN,West North Central
210241,Current,22000, 60 months,15.31,526.97,C,Debt_consolidation,,0,0,0,2013,MN,West North Central
232329,Fully Paid,26500, 36 months,15.31,922.66,C,Debt_consolidation,,0,0,0,2013,NJ,Middle Atlantic
7835,Fully Paid,2500, 36 months,18.75,91.33,D,Other,Rent,10020,773,3864,2013,WA,19200
13306,Fully Paid,3275, 36 months,18.49,119.21,D,Debt_consolidation,,0,0,0,2012,SC,South Atlantic
13306,Fully Paid,3275, 36 months,18.49,119.21,D,Debt_consolidation,,0,0,0,2012,SC,19200
75770,Fully Paid,9000, 36 months,11.14,295.25,B,Debt_consolidation,,0,0,0,2013,MN,West North Central
75770,Fully Paid,9000, 36 months,11.14,295.25,B,Debt_consolidation,,0,0,0,2013,MN,West North Central
78593,Fully Paid,9500, 36 months,19.05,348.48,D,Small_business,,0,0,0,2013,FL,19200
80211,Fully Paid,9600, 36 months,14.33,329.65,C,Debt_consolidation,,0,0,0,2013,NC,South Atlantic
80957,Fully Paid,9800, 36 months,12.12,326.07,B,Debt_consolidation,,0,0,0,2013,FL,19200
185659,Fully Paid,19375, 36 months,10.16,626.64,B,Debt_consolidation,,0,0,0,2012,MN,West North Central
185659,Fully Paid,19375, 36 months,10.16,626.64,B,Debt_consolidation,,0,0,0,2012,MN,West North Central
220996,Current,24375, 60 months,14.33,571.35,C,Debt_consolidation,,0,0,0,2013,GA,19200
252961,Fully Paid,35000, 60 months,15.31,838.36,C,Renewable_energy,,0,0,0,2012,VA,South Atlantic
12013,Fully Paid,3000, 36 months,18.99,109.96,E,Car,,0,0,0,2014,TX,West South Central
12013,Fully Paid,3000, 36 months,18.99,109.96,E,Car,,0,0,0,2014,TX,West South Central
13402,Fully Paid,3300, 36 months,13.11,111.37,B,Debt_consolidation,,0,0,0,2012,FL,19200
19102,Fully Paid,4000, 36 months,13.98,136.68,C,Medical,Rent,53680.199,607,4250,2014,IN,East North Central
19102,Fully Paid,4000, 36 months,13.98,136.68,C,Medical,Rent,53680.199,607,4250,2014,IN,East North Central
98427,Fully Paid,10000, 36 months,18.49,363.99,D,Credit_card,,0,0,0,2012,KS,West North Central
107330,Charged Off,10625, 36 months,15.8,372.5,C,Credit_card,,0,0,0,2013,OH,East North Central
115516,Fully Paid,12000, 36 months,10.16,388.11,B,Debt_consolidation,,0,0,0,2013,CA,19200
120457,Fully Paid,12000, 36 months,11.14,393.67,B,Debt_consolidation,,0,0,0,2013,CA,19200
170185,Fully Paid,16425, 36 months,14.33,564.01,C,Debt_consolidation,,0,0,0,2013,MO,West North Central
187276,Current,20000, 60 months,11.14,436.25,B,Debt_consolidation,,0,0,0,2013,CA,19200
215670,Charged Off,24000, 36 months,8.9,762.08,A,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
239172,Fully Paid,29500, 36 months,15.61,1031.47,C,Debt_consolidation,,0,0,0,2013,WI,East North Central
105545,Fully Paid,10400, 36 months,17.27,372.19,C,Major_purchase,,0,0,0,2013,NY,Middle Atlantic
153789,Charged Off,15000, 36 months,17.77,540.56,D,Credit_card,,0,0,0,2013,CA,19200
171910,Fully Paid,16950, 36 months,10.99,554.85,B,Debt_consolidation,,0,0,0,2013,FL,19200
213792,Current,23750, 60 months,22.95,668.85,F,Debt_consolidation,,0,0,0,2013,NY,Middle Atlantic
243097,Fully Paid,30000, 36 months,19.72,1110.64,D,Debt_consolidation,,0,0,0,2012,NY,Middle Atlantic
259935,Fully Paid,35000, 60 months,15.8,847.42,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
259935,Fully Paid,35000, 60 months,15.8,847.42,C,Debt_consolidation,,0,0,0,2013,TX,West South Central
63217,Fully Paid,8000, 36 months,7.9,250.33,A,Debt_consolidation,,0,0,0,2013,NJ,Middle Atlantic
116004,Fully Paid,12000, 36 months,6.03,365.23,A,Home_improvement,,0,0,0,2013,NM,Mountain
123227,Fully Paid,12000, 36 months,15.88,421.18,C,Debt_consolidation,,0,0,0,2013,CA,19200
138692,Fully Paid,14000, 36 months,11.14,459.28,B,Debt_consolidation,,0,0,0,2013,NJ,Middle Atlantic
196609,Current,20000, 60 months,9.49,419.94,B,Credit_card,,0,0,0,2014,FL,19200
201945,Fully Paid,20000, 60 months,23.5,569.57,F,Debt_consolidation,,0,0,0,2013,SC,South Atlantic
201945,Fully Paid,20000, 60 months,23.5,569.57,F,Debt_consolidation,,0,0,0,2013,SC,19200
229099,Current,25000, 60 months,18.25,638.25,D,Credit_card,,0,0,0,2013,WA,19200
237396,Fully Paid,28000, 60 months,18.49,718.51,D,Debt_consolidation,,0,0,0,2013,GA,19200
63968,Fully Paid,8000, 36 months,8.9,254.03,A,Debt_consolidation,,0,0,0,2013,MD,19200
66424,Fully Paid,8000, 36 months,12.12,266.18,B,Home_improvement,,0,0,0,2013,CT,New England
78628,Fully Paid,9525, 36 months,15.8,333.94,C,Credit_card,,0,0,0,2012,CA,19200
117482,Fully Paid,12000, 36 months,7.62,373.94,A,Credit_card,,0,0,0,2013,MN,West North Central
117482,Fully Paid,12000, 36 months,7.62,373.94,A,Credit_card,,0,0,0,2013,MN,West North Central
120442,Fully Paid,12000, 36 months,11.14,393.67,B,Major_purchase,,0,0,0,2013,CT,New England
188059,Fully Paid,20000, 36 months,6.03,608.72,A,Home_improvement,,0,0,0,2012,NY,Middle Atlantic
80543,Fully Paid,9600, 36 months,19.05,352.15,D,Other,,0,0,0,2013,WA,19200
81830,Fully Paid,10000, 36 months,6.03,304.36,A,Home_improvement,,0,0,0,2012,NY,Middle Atlantic
111632,Fully Paid,11100, 36 months,13.68,377.65,C,Credit_card,,0,0,0,2013,IL,East North Central
117750,Fully Paid,12000, 36 months,7.9,375.49,A,Debt_consolidation,,0,0,0,2012,FL,19200
162366,Fully Paid,16000, 36 months,6.03,486.97,A,Debt_consolidation,,0,0,0,2014,NY,Middle Atlantic
215405,Fully Paid,24000, 36 months,7.9,750.97,A,Credit_card,,0,0,0,2013,CA,19200
41256,Fully Paid,6000, 36 months,8.9,190.52,A,Debt_consolidation,,0,0,0,2013,NJ,Middle Atlantic
63224,Fully Paid,8000, 36 months,7.9,250.33,A,Debt_consolidation,Mortgage,52600,61039,366233,2013,VA,South Atlantic
165291,Fully Paid,16000, 36 months,14.33,549.42,C,Debt_consolidation,,0,0,0,2013,OH,East North Central
202744,Current,20350, 60 months,16.29,498.02,C,Debt_consolidation,,0,0,0,2013,OH,East North Central
229711,Fully Paid,25000, 60 months,23.7,714.86,F,Other,Rent,75000,1478,7392,2013,NJ,Middle Atlantic
160658,Current,15600, 60 months,8.9,323.08,A,Major_purchase,,0,0,0,2013,NJ,Middle Atlantic
19588,Fully Paid,4000, 36 months,15.8,140.24,C,Debt_consolidation,,0,0,0,2013,SC,South Atlantic
19588,Fully Paid,4000, 36 months,15.8,140.24,C,Debt_consolidation,,0,0,0,2013,SC,19200
21199,Fully Paid,4200, 36 months,24.5,165.89,F,Debt_consolidation,,0,0,0,2013,CA,19200
24243,Fully Paid,4800, 36 months,15.8,168.29,C,Debt_consolidation,,0,0,0,2013,SD,West North Central
24243,Fully Paid,4800, 36 months,15.8,168.29,C,Debt_consolidation,,0,0,0,2013,SD,West North Central
202709,Fully Paid,20300, 36 months,13.11,685.07,B,Credit_card,,0,0,0,2013,OK,West South Central
220439,Current,24000, 60 months,22.2,665.59,E,Credit_card,,0,0,0,2013,NJ,Middle Atlantic
246575,Charged Off,30000, 60 months,21.6,821.76,E,Debt_consolidation,,0,0,0,2013,MD,19200
252736,Current,35000, 60 months,13.66,808.24,C,Credit_card,,0,0,0,2014,TX,West South Central
252736,Current,35000, 60 months,13.66,808.24,C,Credit_card,,0,0,0,2014,TX,West South Central
251,Fully Paid,1000, 36 months,10.16,32.35,B,Vacation,,0,0,0,2012,CO,Mountain
26723,Fully Paid,5000, 36 months,7.9,156.46,A,Debt_consolidation,Mortgage,37000,1741,33076,2012,VA,South Atlantic
139451,Fully Paid,14000, 36 months,15.88,491.37,C,Other,,0,0,0,2013,CA,19200
174619,Fully Paid,17500, 36 months,10.16,566,B,Credit_card,,0,0,0,2013,CA,19200
177060,Fully Paid,18000, 36 months,7.9,563.23,A,Debt_consolidation,,0,0,0,2012,PA,Middle Atlantic
177060,Fully Paid,18000, 36 months,7.9,563.23,A,Debt_consolidation,,0,0,0,2012,PA,Middle Atlantic
185689,Fully Paid,19400, 36 months,11.14,636.42,B,Credit_card,,0,0,0,2012,CA,19200
20036,Fully Paid,4000, 36 months,19.72,148.09,D,Medical,Mortgage,20400,1365,6826,2013,GA,19200
148878,Current,15000, 36 months,9.17,478.19,B,Credit_card,,0,0,0,2014,NY,Middle Atlantic
149510,Fully Paid,15000, 36 months,10.16,485.14,B,Debt_consolidation,Rent,75000,5886,41205,2013,CA,19200
187666,Fully Paid,20000, 60 months,21,541.07,E,Debt_consolidation,,0,0,0,2013,LA,West South Central
261866,Current,35000, 60 months,24.08,1008.51,F,Debt_consolidation,,0,0,0,2013,VA,South Atlantic
63036,Fully Paid,8000, 36 months,7.62,249.3,A,Credit_card,Mortgage,43500,6229,124576,2013,MD,19200
76339,Fully Paid,9000, 36 months,13.11,303.73,B,Credit_card,,0,0,0,2013,CA,19200
80783,Fully Paid,9725, 36 months,6.03,295.99,A,Debt_consolidation,Mortgage,136000,80324,963888,2013,VA,South Atlantic
110540,Fully Paid,11000, 36 months,15.22,382.51,C,Debt_consolidation,Mortgage,160000,12643,189652,2013,NC,South Atlantic
139429,Charged Off,14000, 36 months,15.31,487.45,C,Debt_consolidation,Rent,52656,3904,42942,2013,NY,Middle Atlantic
164620,Fully Paid,16000, 36 months,12.12,532.35,B,Credit_card,,0,0,0,2013,NY,Middle Atlantic
261476,Fully Paid,35000, 60 months,21,946.87,E,Credit_card,,0,0,0,2013,CA,19200
261606,Fully Paid,35000, 60 months,21.98,966.27,E,Debt_consolidation,,0,0,0,2013,UT,19200
2678,Fully Paid,1500, 36 months,18.85,54.88,D,Other,,0,0,0,2013,FL,19200
69419,Charged Off,8000, 36 months,19.05,293.46,D,Other,,0,0,0,2013,TX,West South Central
69419,Charged Off,8000, 36 months,19.05,293.46,D,Other,,0,0,0,2013,TX,West South Central
132160,Current,12875, 60 months,16.78,318.46,C,Debt_consolidation,,0,0,0,2013,IL,East North Central
142627,Fully Paid,14400, 36 months,21,542.53,E,Debt_consolidation,,0,0,0,2013,TX,West South Central
142627,Fully Paid,14400, 36 months,21,542.53,E,Debt_consolidation,,0,0,0,2013,TX,West South Central
163939,Fully Paid,16000, 36 months,10.16,517.48,B,Credit_card,,0,0,0,2013,IL,East North Central
176153,Fully Paid,18000, 36 months,12.12,598.89,B,Debt_consolidation,,0,0,0,2013,NJ,Middle Atlantic
192742,Fully Paid,20000, 36 months,11.55,660,B,Credit_card,,0,0,0,2013,IL,East North Central
203881,Current,20950, 60 months,22.95,589.99,F,Debt_consolidation,,0,0,0,2012,CA,19200
213927,Fully Paid,23850, 60 months,15.31,571.28,C,Debt_consolidation,,0,0,0,2013,HI,19200
230186,Late (31-120 days),25200, 60 months,13.66,581.93,C,Debt_consolidation,,0,0,0,2014,TX,West South Central
230186,Late (31-120 days),25200, 60 months,13.66,581.93,C,Debt_consolidation,,0,0,0,2014,TX,West South Central
83837,Fully Paid,10000, 36 months,6.49,306.45,A,Debt_consolidation,,0,0,0,2014,NY,Middle Atlantic
106460,Fully Paid,10500, 60 months,13.68,242.58,C,Debt_consolidation,,0,0,0,2013,MI,East North Central
124985,Current,12000, 60 months,11.44,263.55,B,Major_purchase,,0,0,0,2014,NY,Middle Atlantic
140146,Charged Off,14000, 60 months,12.35,313.91,B,Debt_consolidation,,0,0,0,2013,MI,East North Central
204422,Late (31-120 days),21000, 36 months,7.49,653.14,A,Debt_consolidation,,0,0,0,2014,TX,West South Central
204422,Late (31-120 days),21000, 36 months,7.49,653.14,A,Debt_consolidation,,0,0,0,2014,TX,West South Central
214428,Charged Off,24000, 36 months,11.14,787.33,B,Debt_consolidation,,0,0,0,2013,LA,West South Central
50940,Charged Off,6675, 36 months,19.99,248.04,E,Debt_consolidation,,0,0,0,2014,FL,19200
74167,Fully Paid,8975, 36 months,19.99,333.5,E,Debt_consolidation,,0,0,0,2014,TX,West South Central
74167,Fully Paid,8975, 36 months,19.99,333.5,E,Debt_consolidation,,0,0,0,2014,TX,West South Central
127001,Fully Paid,12000, 60 months,15.61,289.34,C,Debt_consolidation,,0,0,0,2014,CA,19200
25307,Fully Paid,5000, 36 months,6.03,152.18,A,Debt_consolidation,,0,0,0,2014,LA,West South Central
83946,Fully Paid,10000, 36 months,6.62,307.04,A,Credit_card,,0,0,0,2014,OH,East North Central
60900,Fully Paid,7800, 36 months,12.49,260.91,B,Credit_card,,0,0,0,2014,WY,Mountain
182936,Fully Paid,18700, 60 months,19.99,495.34,E,Debt_consolidation,,0,0,0,2014,AR,West South Central
182936,Fully Paid,18700, 60 months,19.99,495.34,E,Debt_consolidation,,0,0,0,2014,AR,West South Central
151884,Fully Paid,15000, 36 months,12.99,505.34,B,Debt_consolidation,,0,0,0,2014,TX,West South Central
151884,Fully Paid,15000, 36 months,12.99,505.34,B,Debt_consolidation,,0,0,0,2014,TX,West South Central
235352,Fully Paid,28000, 36 months,7.9,876.13,A,Credit_card,,0,0,0,2014,NY,Middle Atlantic
239898,Fully Paid,30000, 60 months,21.18,814.65,E,Home_improvement,Mortgage,80000,16673,266767,2014,GA,19200
178655,Fully Paid,18000, 36 months,14.64,620.81,C,Debt_consolidation,Mortgage,48000,11485,103366,2014,TX,West South Central
178655,Fully Paid,18000, 36 months,14.64,620.81,C,Debt_consolidation,Mortgage,48000,11485,103366,2014,TX,West South Central
199846,Current,20000, 60 months,15.61,482.23,C,Home_improvement,,0,0,0,2014,NY,Middle Atlantic
19715,Fully Paid,4000, 36 months,16.59,141.8,D,Debt_consolidation,,0,0,0,2014,MI,East North Central
16533,Fully Paid,3900, 36 months,16.59,138.26,D,Major_purchase,Rent,30000,3385,33848,2014,WI,East North Central
132343,Charged Off,13000, 36 months,12.49,434.84,B,Debt_consolidation,,0,0,0,2014,FL,19200
176585,Fully Paid,18000, 36 months,6.62,552.67,A,Debt_consolidation,,0,0,0,2014,CA,19200
88641,Fully Paid,10000, 36 months,9.67,321.13,B,Credit_card,,0,0,0,2014,OH,East North Central
60651,Current,7750, 36 months,14.64,267.3,C,Credit_card,,0,0,0,2014,NJ,Middle Atlantic
135284,Fully Paid,13200, 36 months,13.65,448.91,C,Debt_consolidation,,0,0,0,2014,VA,South Atlantic
201477,Fully Paid,20000, 60 months,20.49,535.35,E,Debt_consolidation,,0,0,0,2014,NC,South Atlantic
24795,Charged Off,4950, 36 months,24.99,196.79,F,Debt_consolidation,,0,0,0,2014,FL,19200
171948,In Grace Period,16950, 60 months,23.43,482.03,F,Small_business,,0,0,0,2014,WV,South Atlantic
34141,Fully Paid,5000, 36 months,20.49,187.07,E,Debt_consolidation,,0,0,0,2014,CA,19200
34951,Charged Off,5200, 36 months,8.9,165.12,A,Credit_card,,0,0,0,2014,CA,19200
82048,Charged Off,10000, 60 months,21.18,271.55,E,Debt_consolidation,Rent,35000,2927,26341,2014,WV,South Atlantic
106330,Fully Paid,10500, 36 months,18.25,380.92,D,Credit_card,,0,0,0,2014,AR,West South Central
106330,Fully Paid,10500, 36 months,18.25,380.92,D,Credit_card,,0,0,0,2014,AR,West South Central
115236,Charged Off,12000, 36 months,10.99,392.81,B,Credit_card,,0,0,0,2014,MD,19200
168243,Fully Paid,16000, 60 months,15.31,383.25,C,Debt_consolidation,,0,0,0,2014,KY,East South Central
168243,Fully Paid,16000, 60 months,15.31,383.25,C,Debt_consolidation,,0,0,0,2014,KY,East South Central
160767,Current,15600, 60 months,15.61,376.14,C,Debt_consolidation,,0,0,0,2014,CO,Mountain
147683,Fully Paid,15000, 36 months,7.9,469.36,A,Debt_consolidation,,0,0,0,2014,TN,East South Central
172879,Fully Paid,17000, 36 months,12.99,572.72,B,Debt_consolidation,Rent,43000,1328,21248,2014,OR,Pacific
203135,Current,20500, 60 months,21.18,556.68,E,Debt_consolidation,,0,0,0,2014,TX,West South Central
203135,Current,20500, 60 months,21.18,556.68,E,Debt_consolidation,,0,0,0,2014,TX,West South Central
10667,Fully Paid,3000, 36 months,12.49,100.35,B,Home_improvement,,0,0,0,2014,FL,19200
126350,Charged Off,12000, 60 months,14.16,280.22,C,Major_purchase,,0,0,0,2014,NV,Mountain
150213,Fully Paid,15000, 36 months,10.99,491.01,B,Debt_consolidation,,0,0,0,2014,IL,East North Central
106235,Fully Paid,10500, 36 months,13.65,357.09,C,Debt_consolidation,,0,0,0,2014,MA,New England
210502,Charged Off,22000, 60 months,21.18,597.41,E,Debt_consolidation,,0,0,0,2014,TX,West South Central
